index,Artist,Chords,Label,Song
229,elevation-worship,"G/B,Gsus,G,F/C,C,Am,F,C/E",intermediate,the-blessing
230,chet-baker,"G7(b9),Bbm7,Ebma9,Eb9,B+,G+,Cm7,Bb7sus4,Cm6/A,Cm7/Bb,Cm,Abma7,Dm7b5,Fm7",advanced,my-funny-valentine
231,red-velvet,"Amaj7,C/Bb,Dm7,G#7,Bbm7b5,E7#9/B,C#m9,F#m7,Dm9,Fdim7,G#m7,C#7#5,B7,Gmaj7,C9sus4,A7sus4,Am7,F#m6,C9,A7#5,Cmaj7,C13,Gm7,Gm9,E7b9/B,C#7,Bbmaj7,F#m7b5,G#7#5,A13,C7sus4,A7",advanced,one-of-these-nights
232,maxime-le-forestier,"Gm/A,F,Fsus4,Dm/F,Gm/Bb,G,A7sus4,Ddim/Ab,Gm,D,A7/C#,E7/G#,Bm,Dm/A,C,Fsus4/G,Dm/C,Eb/G,A,F/A,Bb,Dm,A/B,C/D,Dm/E,A7,C/E",advanced,mon-frere
233,led-zeppelin,"E5,F,E7,D7/F#,G6,A/C#,Bm7,Am7,F6,Dadd9,Fmaj7,D/F#,Dadd9/F,F/A,C/G,Bbmaj7,G7,Cm6,Am,E,Dadd9/F#,Em",intermediate,babe-im-gonna-leave-you
234,bon-jovi,"D,G,F,C",novice,wanted-dead-or-alive
235,green-day,"D,Dsus4,C,Cm,G5/D,G5/F#,Em,G5,G5/E,D/F#,Bm",novice,wake-me-up-when-september-ends
236,anson-seabra,"Dm,Gadd11,G,C,Gsus4,F,Em7,Am,E,Fm",novice,welcome-to-wonderland
237,no-doubt,"Cb,A,Bb,Ab/C,C,Gm,Cm,Fm,Eb,Bbm,Ab,Db5,Gb/Bb,Db",advanced,dont-speak
238,eagles,"D,Am7/G,G,C,G7,Am,Em,D7sus4/G",novice,take-it-easy
239,johnny-cash,"G,A,F,C",advanced,you-are-my-sunshine
240,the-smiths,"A,G,F#m,C,E5,G7,F,E,Am,D",advanced,paint-a-vulgar-picture
241,bread,"A6/E,Asus4/F,Aadd2,Dm/F,E7,F#,F#m/A,D6,Em/G,Esus4/F#,F#m,Dm6,G#,Bm7,D/E,A,C#m7b5,E/G#,D6/B,F#mMaj7/F",advanced,if
242,the-rolling-stones,"Dm,G,C,Am,F,E7",intermediate,angie
243,thirdstory,"F5/D,Gb9,Ebmaj7,Bbsus2,Abmaj7,Bb/D,Cm,Bbsus2/D,F,F9,Bbm,Fm7,Bbm7,F7,Ab7,Bmaj7b5/F,Eb/Bb,Bm7,Cm7,Fm,Eb,Bdim7,Ab6/Bb,Eb/G,Ab/Bb,F/A,Fsus7/Bb,G7,Dbmaj7,Eb7,F/Eb,Eb/D",advanced,still-in-love
244,danny-vera,"G,C,Am,Em,D",novice,roller-coaster
245,jean-jacques-goldman,"G/B,A,D,Bb,C/G,Dm,G,C,Cm,Am,F,D4,Ab,Bm",advanced,je-marche-seul
246,steely-dan,"Am7+5,Dm7,Ebmaj7,Dmaj7,Bb13,Em7,Fmaj7/G,E7,E7-9,Gmaj13,C/F,F#7+5+9,D/G,E7+5+9,G/A,B7,Gb9+5,D13-5,G6,D7+9,Gb7-5,Ebmaj13,Bm7+5,Ebmaj7-5/F,F6/9,Bm7-5/F,Am7,Bbmaj9,Fmaj9,D13,Cmaj7,Fmaj7,B7+5,B7+9,Gm7,D9,G13,F/G,F13,Bm7-5,F13-5,A9,Dm/B,Bbmaj7/C,Bbmaj7,Gmaj7/A,Cmaj13,A13,Em,E7+9,Dbm7+5,C/E",advanced,deacon-blues
247,donna-summer,"Dm7/G,Bb,Dm7,D7+9,Cm7,Gm,C7+9,F,Gm7,Cm7/G,Gm9",advanced,hot-stuff
248,eric-clapton,"B9,G#m7,A,Bbm7,Eb9,Amaj7,Ebm7,C#m7,B,D7,Em7,E,C#9,F#m7,D9,B11,Eb7,Eadd9",intermediate,somewhere-over-the-rainbow
249,giveon,"Bbm7,F7,Bb,Ebm,Ebm7,Dm7,Dm,Bb7,Dbm7,Fm,F,Bbm,Db,Fm7",advanced,like-i-want-you
250,guang-liang,"A,B,G,F#m,C,F,Am,E,Em,C#m,D,G#m,Bm",advanced,tong-hua
251,justin-bieber,"F,G,G/D,Am",intermediate,as-long-as-you-love-me
252,chicago,"G#m7,A,B,G,F#m,C,B4,E,C#m,G#,Em,D,F#",advanced,hard-to-say-im-sorry
253,misc-traditional,"Dm7,Em/B,F,G/B,Am7/G,Ab7,G,C7,Am7,G11,Am/G,C,Cmaj7,Fm,D/F#,Dm,D7,G7,Am,G7/B,C/E",advanced,danny-boy
254,lil-peep,"B/E,B6,B/F#,G#m,Bmaj7/F#",intermediate,walk-away-as-the-door-slams
255,arctic-monkeys,"B,G,G6,C,G7,Cm,Cmaj7,Am,Gaug,C6,Em,D",intermediate,no-1-party-anthem
256,frank-ocean,"Amaj7,B6/E,F#m7,Cmaj7b5,G#m7,G#m7/E,Gmaj7/B,Em9,Badd9,G#m7/F#,Emaj7,Gsus2,Esus2/G#,Fadd9,B,B9/A,Amaj,G#m7/C#,Cadd9,Esus2/D,D(no5),Am9",advanced,nights
257,the-turtles,"B,G,C,E,Em,D,Bm7",novice,happy-together
258,lauv,"D,A,Bm,G",intermediate,never-not
259,coldplay,"G,C,F,Em7,Am",novice,everglow
260,hillsong-worship,"G,C,Em7,Em,D",intermediate,mighty-to-save
261,janet-jackson,"Bbm7,Ebmaj9,Abm7,Cm9,Db9,Abmaj9,Abm9,G7,CM9,Fm9,C7,FM9,Gm7",advanced,anytime-anyplace
262,daniel-caesar,"Am7,G,F,Am,D",novice,best-part
263,maroon-5,"F,G,Am,C",novice,she-will-be-loved
264,usa-for-africa,"G,C,Am,F,Eb,Em,D,Bm",advanced,we-are-the-world
265,the-band,"G/B,F/A,Bb,C/G,Dm,Ddim/Ab,C,Am/E,Fmaj7,Gsus4,F,Am,D/F#,C/E",intermediate,the-night-they-drove-old-dixie-down
266,misc-soundtrack,"D,G,Em,C",intermediate,the-greatest-showman-this-is-me
267,arctic-monkeys,"A,Dm,F#m,E6,E,C#m,D,Bm",novice,cornerstone
268,ed-sheeran,"B7,G,C,Am,Em,D",advanced,eraser
269,eagles,"Gmaj7,G,D7,C,Am,Em,D,A7,F/G,Bm",novice,lyin-eyes
270,h-e-r-,"D#m11,AM9,G#m7/C#,F#m11,D9b5,D/E",advanced,couldve-been
271,pink-floyd,"A,G/B,G/F#,C9,G,Bsus2,Cadd9,C,Asus4,Em,D,Bm",novice,comfortably-numb
272,bethel-music,"Bb,Gm,Bb/D,F,Eb",intermediate,no-longer-slaves
273,the-beatles,"Am7,Am6,G,Em6,C,Cmaj7,F9,Em7,Gm7,Em,Gm9,A7,C/E,Bm,Fm7",intermediate,julia
274,simon-garfunkel,"D7/F#,G,Am/G,Esus4,C,Cmaj7,C/B,Am,D/F#,E",advanced,the-only-living-boy-in-new-york
275,kenny-loggins,"F#7sus/E,F#6,Dm7,G7/F,C7/E,G7sus,F,B/D#,E7,F#m/A,G/B,D7/F#,Eb7/G,B7,G7/D,Ebm7,G,Ab7,G/D,C7,Bb7/Ab,D,Db,C#/F,Fm/Ab,Am7,F6,B7/A,B7/D#,Cm7,Eb7,C,Fm,Gm7,G#7sus,Ab,G#m,D#,C#,G#/D#,D7,G7,Am,E,Em,A7,G7/B,C/E",advanced,whenever-i-call-you-friend
276,public,"Dm,C,F,Am,Em",intermediate,make-you-mine
277,bob-dylan,"G,C,E,G#m,Bm",intermediate,girl-from-the-north-country
278,doja-cat,"Dmaj,B7,Dmaj7,Em,A7",intermediate,say-so
279,fleet-foxes,"Dmaj7,E5,A5/E,C#m,Dm/F,C#5,D5,A5,C#m7,Asus2/B,D,B,Esus4,F#5,Dsus2,C/G,C#7,E,Em",advanced,i-am-all-that-i-need-arroyo-seco-thumbprint-scar
280,bruno-major,"G#7,F#,Bbm7,Cb,F7,Db9,G#,Db,Gbm6,A#sus4,Db7,F#m6,D#7,Ebm,B,Gb,Fm,D#m,C#,A#m7,A",advanced,fair-weather-friend
281,halsey,"G,C,Am,Em,D",novice,sorry
282,the-beatles,"Amaj7,B7,B,Esus4,F#m,E,F#m7",intermediate,dont-let-me-down
283,fleetwood-mac,"A,Dsus4,C,Am,Em,D",novice,the
284,the-neighbourhood,"G,C,Am,Em,D",intermediate,sweater-weather
285,bob-dylan,"Cm,F,C#m,E7,F#,G/B,D7/F#,B7,G,F#m,G#,D,Bm,A/C#,B,Esus4,C,D/F#,B11,Emaj7/B,D/E,A9,A,C/G,Bb,D7,G7,Am,E,Em,Emaj7",advanced,blood-on-the-tracks
286,jimi-hendrix,"A,G,C,Em7,E,C#4/E,D",intermediate,hey-joe
287,pearl-jam,"A,G,Dsus4,F,E,Asus4,D",intermediate,better-man
288,plain-white-ts,"A,G,F#m,D,Bm",novice,hey-there-delilah
289,corinne-bailey-rae,"A,E11,F#7,Amaj7,C#7,B7,F#7sus4,C#m7,Eb7-5,Cm7,Dmaj7,E,A/E,Bm7",advanced,my-love
290,lana-del-rey,"A,G,F#m,C,Em,D,Bm",novice,young-and-beautiful
292,the-last-five-years,"Amin7,E/Eb,Dmin7,Csus,D/C,C/B,Cmin7/Eb,G/B,D7/F#,C2/E,Cmin7,D9/F#,Emin7,Db/Eb,E7/G#,F6/9,F/Eb,Eb/C,Db/C,G(add11),Bb2,Dbmaj11,Ab2,C,F2/A,D/F#,Amin9,Eb,D9,Gsus/B,F2,F/A,Fmin11,Bb,Dmin11,G7/B,C/E",advanced,still-hurting
293,misc-television,"C#,A#7,B,G#,C#sus4,G#m,D#m,F#",intermediate,high-school-musical-wondering
294,glenn-miller,"Am7,Ddim,G,D7,G6,Gdim,Am7/D,Eb7,C,Ddim7,Bb7,G6/B,D7b9,C6,G3,A7,D7#5,Bbdim7",advanced,in-the-mood
295,lil-peep,"Dm,C,F,Am,Em",intermediate,star-shopping
296,elevation-worship,"Am7,A,Bb,Bm7,G,Em/C#,Bb+/F#,Gm/A,Dmaj7,F#m,Gm,D/F#,Em,D,Bm,A/C#",intermediate,never-lost
297,joji,"B7,B,G,Dsus2,F#m,Em,D,Bm,F#",novice,slow-dancing-in-the-dark
298,lewis-capaldi,"Dm,G,C,F,Am",novice,someone-you-loved
299,maverick-city-music,"A,B,F#m,E,C#m",novice,refiner
300,kari-jobe,"G#m7,F#sus,B,B/D#,E,B/F#,G#m,F#",intermediate,the-blessing
301,mother-mother,"A,Bb,Dm,G,C,F,Em,DM,D,A7",intermediate,oh-ana
302,tim-timebomb,"A,B7,G,C,F,E,D",intermediate,sitting-on-the-dock-of-the-bay
303,avenged-sevenfold,"A,Bb,Dm,G,C,Gm,F",intermediate,seize-the-day
304,the-beatles,"C/G,Ab7,Dm7,Asus2,G,D7,G6,G7,C,G(sus4),Am,C7,F,Em,Em7,Cdim/Gb,Fm/Ab",novice,i-will
305,paul-mccartney,"Am7,F#m7/E,A/C#,Amaj7,Dm,B7,Am7/E,Dmaj7/C#,Esus,Am7/C,Dmaj7,C,E,F#m7,D,E7,Bm,Bm7",advanced,my-valentine
306,daniela-andrade,"G6,Dmaj7/F#,Em,F#m7,D,A7",novice,la-vie-en-rose
307,daran-et-les-chaises,"G,G6,Cmaj7,Em,D,D6add9/F#",advanced,dormir-dehors
308,misc-soundtrack,"Am7,D#dim,Dm7,F#m7b5,G7,Cmaj7,Db7#9,Fmaj7,B/C,E,Em7,Emaj7,Em,Dm9,A7sus,G13,A7,B7b9",advanced,willy-wonka-and-the
309,daughter,"F,G,Am,C",intermediate,medicine
310,misc-soundtrack,"Ebmaj7,E6,Cm,F,Bbm,Bb6sus4/Ab,F#,G,Gm,C#m/F#,Emaj7,Db,Ab6,B,Cm7,Ab2,C,Gb,Fm,Eb,Ab,G#m,D/E,C#,Abm7,Bb,Bbmaj7,Caug/E,Dmaj7/E,E,Bb7sus4/Ab,EbMaj7,Dbm/Gb,C#m/E,Ab2/D",advanced,west-side-story-maria
311,nirvana,"D5,A,C#,Bb,B,G#5,G,E5,F#5,E,G5,D,C#5",advanced,frances-farmer-will-have-her-revenge-on-seattle
312,supertramp,"Bbm7,Db7,Ab7,C,Gb,Fm,E,Bbm,Ab,Eb7,Db,Fm7,Fm/Ab",advanced,goodbye-stranger
313,old-crow-medicine-show,"D,G,Em,C",novice,wagon-wheel
314,bob-dylan,"A,G,G/D,D,A/D",intermediate,a-hard-rains-a-gonna-fall
315,the-alan-parsons-project,"B/C#,C#,F7,Bb,A/C#,Ebm7,Bbsus4,F7/C,C#sus4,C#m,Bbm,Eb6,Ab/C#,F7sus4,C#6,Fm7",advanced,silence-and-i
316,sam-smith,"A,B,F#m,E,C#m,D,G#m,Bm",intermediate,lay-me-down
317,meghan-trainor,"Dm,G,C,F,Am,Em,C/E",novice,like-im-gonna-lose-you
318,rebelution,"C#,B,Asus2,G,Bsus2,B6/D#,E,D,A6/C#,Dsus2",advanced,healing
319,calum-scott,"G,C,Cm,Em,D",novice,you-are-the-reason
320,b-b-king,"G,F#7,Bm,Em",novice,the-thrill-is-gone
321,the-cranberries,"A,Bb,G,F,D",novice,dreams
322,israel-kamakawiwoole,"B7,G,C,G/D,Em,D,C/E,Bm",novice,over-the-rainbow
323,tracy-chapman,"G,C,Cmaj7,Em,D",intermediate,fast-car
324,regina-spektor,"G/B,G,Cadd9,C,Csus2,Am,D/F#,E,Em,D,Dsus2",intermediate,samson
325,matt-maeson,"G,F,C,Am",novice,hallucinogenics
326,green-day,"Bb,C,Fm,Eb,Ab,Db",advanced,holiday
327,neil-young,"F/D,D5,Am7,G,Dsus4,C,F,Em7,D",novice,old-man
328,the-head-and-the-heart,"F,Am,C",novice,rivers-and-roads
329,toto,"Esus4,F#m,Dmaj7,Cm,E,C#m,D,Bm",intermediate,hold-the-line
330,joseph-vincent,"Am7,Dm7,Bm7,G,F#m7,Dmaj7,C,Cmaj7,Bb7,F,C7,Em7,D7sus4,Gm7,D,Em,A7,Fm7",intermediate,cant-take-my-eyes-off-you
331,foster-the-people,"Ab,Fm,Eb,Bb",intermediate,pumped-up-kicks
332,5-seconds-of-summer,"G,F,Am,C",novice,amnesia
333,the-paper-kites,"Am7,G,Cadd9,C",intermediate,bloom
334,sir-chloe,"A,B,G#7,F#m,Am,E,G#",novice,michelle
335,misc-cartoons,"Bb,Dm,G,Bdim,G7,Gm,Cmaj7,Cm,Fm,Am,Eb,Ab",advanced,steven-universe-love-like-you
336,bob-dylan,"Am7,D9,E7,D7",advanced,gotta-serve-somebody
337,sam-smith,"Am7,Gsus,G,G#dim,C,F,Am",novice,stay-with-me
338,eddie-vedder,"D,A,Bm,G",novice,society
339,the-doobie-brothers,"A,F#7,B,C#m7,E,C#m,A/E,D/E",intermediate,listen-to-the-music
340,dixie-damelio,"F,G,Am,C",novice,be-happy
341,cavetown,"A,B,G,G7,E,G#,D,E7,F#",novice,boys-will-be-bugs
342,bts,"G#m7,C#,B,F#m,E,C#m,F#m7,G#m,D#m,F#",novice,dynamite
343,israel-new-breed,"Ebm,Bb,C,Gb,F,Eb,Bbm,Ab,Db",advanced,alpha-and-omega
344,ed-sheeran,"F,G,Am,C",novice,photograph
345,scorpions,"B7,B,G,C,Am,Em,D,F#",intermediate,still-loving-you
346,lewis-capaldi,"Am7,G,G6,C,Gsus4,Fmaj7,G7,Am",intermediate,before-you-go
347,jorma-kaukonen,"G,F,Em,C",advanced,i-am-the-light-of-this-world
348,james-arthur,"G/B,F,G,C",novice,empty-space
349,alec-benjamin,"F,G,Am,Em",novice,let-me-down-slowly
350,jason-mraz,"Dm,G,C,Am,Em",novice,lucky
351,bee-gees,"Abmaj7/Bb,Db9,Db6,Ebmaj7,Cm7,Abmaj7,C,G7,C7,Eb,Gm7,D,Abm6,Fm7",intermediate,how-deep-is-your-love
352,leon-bridges,"D,G,A,Em",novice,river
353,eric-clapton,"Bb,Dm,G,D7,C,Gm,Am,E,F,Em,D,E7,Bm",intermediate,tears-in-heaven
354,bruce-springsteen,"D,G,Em,C",intermediate,tougher-than-the-rest
355,khai-dreams,"Am7,D7,GM7,Em7,D9",advanced,summer-is-like-a-dream
356,hiatus-kaiyote,"D#M7,FM7,D#6add4,C#M7,CM9,D#6,Cm#5,G#M7",advanced,nakamarra
357,ed-maverick,"Fmaj7,Am,C,G",intermediate,fuentes-de-ortiz
358,elton-john,"A,G,D,A7,Bm",intermediate,candle-in-the-wind
359,ed-sheeran,"A,B,F#m,E,C#m",intermediate,tenerife-sea
360,phil-wickham,"A,G,Asus,G2,D,Dsus,Bm7",novice,battle-belongs
361,misc-television,"F,Bb,Dm,C",novice,julie-and-the-phantoms-wake-up
362,bethel-music,"C#,A#m,G#,C#/F,G#/C,F#",advanced,god-of-revival
363,pink-floyd,"Dmaj7,F,Asus4,D7b9,Gmaj7,C#m7,G,F#m,D7#9,Cmaj,D,Bm,Bm7,Fmaj7,A,Dm,E,Em,A7",advanced,time
364,joan-osborne,"D,G,Em,C",intermediate,one-of-us
365,blackpink,"Bb,Dm,Gm,F,Am,Eb,E,D,Eb/G",intermediate,how-you-like-that
366,bill-withers,"Dm,G,G7,C,F,Em",advanced,lean-on-me
367,marco-borsato,"Csus4/B,Amaj7,G#dim,G7/F,F#dim,Gsus4,Em7,Asus4,C#m,F,B/D#,D7/C,F/D,G/A,F9/A,Dadd2/F#,Cadd2/E,D7/F#,Am7/G,G,Bsus4,Gadd2,F#7/A#,G/D,C6/E,D,A7/C#,D7/G,B/A,A/C#,Badd2/A,Am7,F6,B7/D#,B,Esus4,Csus4,G9,C,Csus4/G,Fmaj7,Gadd2/F,Cmaj7,D/F#,C6,E/B,Gadd2/B,D#dim,F/G,Am6/C,D/E,Dsus2,E6/B,A,A9,F/A,G/F,Dm,D7,G9/B,G7,G7/C,Am,E,Em,Dm/G,C/E,Gadd2/D",advanced,wereld-zonder-jou
368,the-beatles,"A,F7,Dm,D+,G,D7,F#m,C,G#,Em,E+,D,E7",intermediate,im-so-tired
369,5-seconds-of-summer,"G,Cadd9,Am,Em,D",intermediate,ghost-of-you
370,deep-purple,"A,G,C,F,E,G#,D",intermediate,smoke-on-the-water
371,lynyrd-skynyrd,"D,G,F,C",intermediate,sweet-home-alabama
372,metallica,"A,B7,G,C,Am,Em,D",novice,nothing-else-matters
373,ed-sheeran,"Am7,F,C",novice,happier
374,cavetown,"A,B7,B,A6/C#,F#m,E,C#m,G#,G#m",intermediate,talk-to-me
375,elton-john,"Am7,G/B,C/G,G,C,C/D,G/D,F,D/F#,Am,Em,D,C/E,A/C#",intermediate,can-you-feel-the-love-tonight
376,luis-fonsi,"D,G,A,Bm",novice,despacito
377,the-beatles,"F,C#m,F#m7,E7,D6,G,F#m,Gm,D,Bm,Am7,Esus4,C,Fmaj7,Eb,A,Bb,D7,Am,E,Em",intermediate,penny-lane
378,neil-diamond,"A,F#m,E,C#m,D,E7,Bm",intermediate,sweet-caroline
379,bazzi,"Em9,B7,Gmaj7,A13,Dmaj9",advanced,ifly
380,don-mclean,"Am7,F7,G,D7,C,Cm6,Am,Em,A7,E7",novice,vincent
381,vinicio-capossela,"Am7,A11,Bbdim/D,G7/D,Dm7,A7+,D7+,G7+/D,Amb9,Abaug/D,Gadd9,A7,E7,Am11,Bm7",advanced,camera-a-sud
382,boney-m-,"Eb9,Db9,Cm7,G7,Cm,Gsus2,Ab9",advanced,sunny
383,sasha-sloan,"G,C,Am,Em7,Em,D,D#aug",novice,dancing-with-your-ghost
384,billie-eilish,"C#7,E,C#m,Dmaj7",novice,everything-i-wanted
385,bruno-mars,"D,G,Em",novice,marry-you
386,the-doors,"B7,Dm,G,Gm,Am,Em,A7",intermediate,people-are-strange
387,klaatu,"Eb/Ab,E/A,F,Am6,G,D,Db/Eb,A/C#,Bm7,Am7,F6,C,Cmaj7,Fmaj7,Ab,F/G,Abadd9,A,E/F#,F/A,Dm,Db/Ab,Ab/C,Am,E,Dbmaj7,D/A,Eb7",advanced,calling-occupants-of-interplanetary-craft
388,the-beatles,"A,G,E/D,G/D,E,D,E7,Bm",novice,eight-days-a-week
389,the-beatles,"D,G,C",novice,love-me-do
390,billie-eilish,"B7,Am,Em,C",novice,all-the-good-girls-go-to-hell
391,jorja-smith,"B7,C,Am,Em,Bm",intermediate,teenage-fantasy
392,boston,"A,G,Dsus4,C,Am,Asus4,Eb,Em,D",intermediate,more-than-a-feeling
393,grouplove,"G,C,Am,Em,D,Bm",intermediate,tongue-tied
394,bon-jovi,"A,B,G,C,Em,D",intermediate,you-give-love-a-bad-name
395,bonnie-tyler,"A,D,Bb,B7,G,C,C/D,Am,D/F#,Eb,Em,Ab",intermediate,total-eclipse-of-the-heart
396,rascal-flatts,"G,Dsus4,Cadd9,C,Em7,Em,D,D#m",intermediate,what-hurts-the-most
397,harry-styles,"Am7,Fmaj7,G,C",novice,adore-you
398,chord-overstreet,"D,G,A,Bm",novice,hold-on
399,ibrahim-maalouf,"G/B,Em/G,Dm7,E/G#,C,FMaj7,Am,F/G",advanced,laissez-moi-danser
400,buddy-holly,"A,Bb,G,D7,C,F,D,A7",intermediate,everyday
401,melody-gardot,"Cm6/Eb,N.C.,Fm6,G7/D,Dm,Ddim7,G7,Cm,Cm/Eb,Cm6,G7/C,Fdim7",advanced,your-heart-is-as-black-as-night
402,bandang-lapis,"A,B,Asus2,Bsus2,E,C#m",novice,kabilang-buhay
403,the-miserables,"Dm7,F/C,Bb/D,Cm,F,Fm7,G,Eb/Bb,C7,D,Db,Bbm6,Ebm,F/E,Cm7,C,Fm,Eb,Gm7,Ab,Eb/G,A,F/A,Bb,Bb6,C/E",advanced,i-dreamed-a-dream
404,danny-elfman,"G#7,Bb7,Cm,C#m,Bbm,E7,Abm,G,F#m,Gm,Bm,Db,Ebm,B,C,Fm6/C,Fm,Eb,Fb,G#m,D#m,F/A,Bb,Dm,C#7,D7,G7,Cm6,Am,E,Em",intermediate,this-is-halloween
405,frank-sinatra,"Ebdim,Em7b5,Gm7b5,F6,Edim,Gbm7,Ddim,Dmaj7,A7#5,Fmaj7,A7,Em7,C7,Gm7,A7/6,Em7/9,Bm7,Fmaj7#5",advanced,change-partners
406,taylor-swift,"Dmaj7,F,Em7,C#m,F#,G/B,A#m,G,Bsus4,E/D#,F#m,Gm,D,Bm,G/F#,B,C,Fm,Eb,G#m,D#m,A,C#,Bb,Dm,C/G,Am,E,Em",intermediate,lover
407,alicia-keys,"Am7,Gmaj7,D7,G#dim,Cmaj7,Em7,Bm7",novice,if-i-aint-got-you
408,starship,"A,Bb,Dm,B,F#m,C,F,E,C#m,D,G#m",intermediate,nothings-gonna-stop-us-now
409,one-direction,"D,G,Em,C",novice,18
410,oasis,"E/G#,G,C,F,Am,Fm,E7/G#,E7",novice,dont-look-back-in-anger
411,ocean-alley,"A7b13,Asus2,G,G6,C,C#dim/E,F,Am,E,A7",advanced,stained-glass
412,conan-gray,"G,C,Fmaj7,Am,Em",novice,the-story
413,taylor-swift,"D,G,Em,C",novice,teardrops-on-my-guitar
414,imagine-dragons,"A,Ebm,Gb,F,Am,E,Bbm,Ab",intermediate,believer
415,radiohead,"F#9,A,F#7,F#sus,Gma9,D,G,F#7(b9),F#m,A6/9,Gma7,A6,E9,A13,F#m7,E,Gmaj13,F#",advanced,pyramid-song
416,the-rolling-stones,"Am7,A,Dm,G,C,F,D",intermediate,you-cant-always-get-what-you-want
417,imagine-dragons,"B7,G,Cadd9,Em,D",intermediate,warriors
418,billy-joel,"A,B7,G,D7,C,G7,F,Am,E,D",intermediate,piano-man
419,shawn-james,"Asus2,G,D7,C,Em7,Am,F,E,Fm,E7",advanced,like-a-stone
420,misc-cartoons,"A#m9,Dm7,Ddim7,Dmaj7,F,C#dim7,Cmmaj7,E7,Cdim7,Fm7,Am9,G#m7,A#7,Fmmaj7,D7sus2,A#m7add11,D#m7,D#madd13,Gm11,Gm,A7,C7,Bm9,D,Bm7,Am7,Am7add11,Cm7,Bdim,Cmaj7,Gmmaj7,Gm7,Bdim7,Dmadd13,Gm9,Dmmaj7,D#,D#dim7,A9,A,Edim7,G#m9,G7,A#dim7,A#",advanced,seishun-buta-yarou-wa-bunny-girl-senpai-no-yume-wo-minai-fukashigi-no-karte
421,eva-cassidy,"D,G,Em,C",novice,fields-of-gold
422,bob-dylan,"G/B,C/G,D7,G,C,G/D,C/B,D9",advanced,all-i-really-want-to-do
423,the-kills,"C#,Ebm,F#m,Fm,G#,Eb,Bbm,G#m,Bm,F#",advanced,the-last-goodbye
424,bread,"A,B7,G,F#m,E,Em,D,G#m",intermediate,make-it-with-you
425,creedence-clearwater-revival,"A,G,C,F,D,Bm",intermediate,proud-mary
426,misc-cartoons,"F#maj9/F,Em7,F#m/A,F#maj9,G,Dm7/C,G/D,Dadd4,Ebm7/Db,G6add9,Cmaj9,C2,Ab6,Esus,Db7sus,Csus2,E,Em,Dbsus,Em/C,F#6,F#maj7,F9,Db/F,Fsus4,Ab9,Bb/F,Eb/Bb,Ebm,Fmaj9,B/F#,F/A,Ab/C,D9sus,G7,Adim7/Eb,Gmaj9,Abm/B,Dm11,Ab/Eb,F,Ebsus,Fm7,G/B,B7,Em7/D,A7/C#,Db,Fm/Ab,C,Fm,Eb,F#/Bb,Gm9,Gmaj9/F#,Bb,Am,C/E,Dm11/C,Csus,Bb7,Bbm,F#,Ab5,F#7/E,Fmaj9/E,Bm,Bbm6,B,C7sus,Fmaj7,D/F#,Eb5,Ab7/F#,Dm,G9/B,Eb6,A7",advanced,frozen-for-the-first-time-in-forever
427,the-rolling-stones,"Eb5,D5,Am7,Bb,Ab5,Am7/E,G,E7sus4,Csus4,Bb5,C,E5,F,E,Eb",advanced,brown-sugar
428,chris-cornell,"Dbdim,Dm7,DmM7,F7/A,Bb7,F,Bbm,E7/B,Dm6/B,F7,G,Gm,F4,A7,C7,Db,A/C#,Db7,Bdim,C,Eb,Dm/C,Eb/G,G4,A,F/A,Bb,Dm,Bbm/Db,Am,Eb7",advanced,when-im-down
429,glen-campbell,"Am7,Bb,Dm7,Bbmaj7,G,C,Gm,F,Asus4,Gm7,D",advanced,witchita-lineman
430,jack-johnson,"Dm,Am/G,G,C,F,C/B,Am,Dm/F,C/E",novice,better-together
431,foo-fighters,"G,B,A,F#",novice,never-gonna-give-you-up
432,bap,"G/B,Em9,Gmaj7,C9,A7sus4,C,Cmaj7,Am,A/C,D,A7,A/C#",advanced,do-kanns-zaubere
433,uncle-lucius,"D,A,Bm,G",intermediate,keep-the-wolves-away
434,idina-menzel,"C#,A,B,G,C#sus,C,Cm,Fm,E,G#,Em,C#m,D,G#m,D#,A#,D#m,F#",advanced,show-yourself
435,misc-soundtrack,"Cm,C#m,F#,G/B,B7,G,Bsus4,G/D,C7,G#,D,Bm,C7+,Am7,B,Cm7,C,Fm,Dm/C,D#,D#m,C#,A#m7,F#7,C/G,C/D,G7,E,Em,Dm/G",advanced,hairspray-i-know-where-ive-been
436,mumford-sons,"G,C,Fmaj7,F,Am",novice,little-lion-man
437,negramaro,"D5,A,G,Dsus4,A7sus4,Em7,Asus4,F#m7,D,Bm,Dsus2",advanced,per-uno-come-me
438,post-malone,"Am7,Cmaj7/G,D7,Fmaj7,Fm,F",novice,stay
439,matt-redman,"C2,C/G,G,Dsus4,C,Gsus4,D/F#,Em,D",novice,10000-reasons-bless-the-lord
440,george-michael,"Bbmaj7,Am7,Gm7,Dm7",novice,careless-whisper
441,rachel-platten,"G/B,G,Cadd9,Em7,Em,D",novice,fight-song
442,king-princess,"A,G#7,F#m,E,C#m,G#m",intermediate,1950
443,the-beatles,"Am7,G/B,Bb,Dm,G,D7,C,C/B,Am,Gm7,D",intermediate,two-of-us
444,joriah-kwame-and-taylor-louderman,"A,C#,A#m,F#/D#,B,Dm,F#m,C,E,D,F#/C#,G#m,Bm,D#m,F#",intermediate,little-miss-perfect
